Category,Name,ASIN,Seller,Date Shipped,Price($),Items Shipped,Returns,Revenue($),Ad Fees($)
Fire Tablets Accessories,"Made for Amazon Volume Limiting Bluetooth BuddyPhones, PlayTime in Pink. Ages (3-7)",B0875FMCZK,Amazon.com,25/07/2022 06:47,39.99,1,0,39.99,1.6
Home,"Bedsure California King Duvet Cover Sets White - Washed Duvet Cover, Soft Cal King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x98 ",B08CZP2JXH,3rd Party,25/07/2022 05:57,32.88,1,0,32.88,3.29
Home,"Tineco iFLOOR3 Cordless Wet Dry Vacuum Cleaner, Lightweight, One-Step Cleaning for Hard Floors",B082VR2BX1,3rd Party,25/07/2022 04:59,219.99,1,0,219.99,22
"Shoes, Handbags, Wallets, Sunglasses",Kapsen Women's Fashion Sneakers Running Shoes Non Slip Tennis Shoes Athletic Walking Blade Gym Sports Shoes,B08S6KH4T7,3rd Party,25/07/2022 04:48,33.14,0,1,-33.14,-1.33
Home,RAYONNER Electric Candle Lighter Rechargeable USB Lighter Arc Lighter,B09525H527,3rd Party,25/07/2022 04:11,9.59,0,1,-9.59,-0.96
Kitchen & Dining,Lysenn Clear Glass Coffee Mug with Lid - Premium Classical Vertical Stripes Glass Tea Cup - for |Latte|Tea|Chocolate|Juice|Water| - Unleaded - Bamboo ,B088QM5RQY,3rd Party,25/07/2022 03:01,14.59,0,1,-14.59,-1.46
Home,"American Soft Linen, 4 Piece Bath Towel Set, 100% Turkish Cotton 27 in 54 in Bath Towels for Bathroom, Soft Absorbent Bath Towels Extra Large, Hotel Q",B08Y1G7MKD,3rd Party,25/07/2022 02:20,39.59,1,0,39.59,3.96
Books & Textbooks,Food52 Genius Recipes: 100 Recipes That Will Change the Way You Cook,1607747979,Amazon.com,25/07/2022 02:09,23.8,1,0,23.8,1.07
Home,"SAOROPEB 3D Butterfly Wall Decor 48 Pcs 4 Styles 3 Sizes, Gold Butterfly Decorations for Butterfly Birthday Decorations Butterfly Party Decorations Ca",B095P43V29,3rd Party,25/07/2022 01:55,6.99,1,0,6.99,0.7
Home,Danjor Linens King Size Bed Sheets Set - 1800 Series 6 Piece Bedding Sheet & Pillowcases Sets w/ Deep Pockets - Fade Resistant & Machine Washable - Wh,B079SJ3M83,3rd Party,25/07/2022 01:53,37.99,1,0,37.99,3.8
Home,Danjor Linens Twin Size Bed Sheets Set - 1800 Series 4 Piece Bedding Sheet & Pillowcases Sets w/ Deep Pockets - Fade Resistant & Machine Washable - Wh,B079SDB81V,3rd Party,25/07/2022 01:31,20.99,1,0,20.99,2.1
"Patio, Lawn & Garden",Hanging Glass Planter Water Iron Art Hydroponic Vase Transparent Test Tube Flower Hanging Bottle Home Decoration (L),B07PKNCN7V,3rd Party,25/07/2022 01:12,11.99,1,0,11.99,1.2
Home,"Tissue Box Cover, Tclouda, Modern PU Leather Square Tissue Box Holder for Creative Decorative, Ideal for Bathrooms/Office/Car/Nightstand/Outdoor Tent/",B09Q18FFSP,3rd Party,25/07/2022 00:50,9.99,1,0,9.99,1
Sports & Fitness,HYDRO CELL Stainless Steel Water Bottle with Straw & Standard Mouth Lids (32oz 24oz 20oz 16oz) - Keeps Liquids Hot or Cold with Double Wall Vacuum Ins,B07JVP2L88,3rd Party,24/07/2022 23:41,18.99,1,0,18.99,1.9
Sports & Fitness,HYDRO CELL Stainless Steel Water Bottle with Straw & Standard Mouth Lids (32oz 24oz 20oz 16oz) - Keeps Liquids Hot or Cold with Double Wall Vacuum Ins,B07JVP2L88,3rd Party,24/07/2022 23:41,18.99,1,0,18.99,1.9
Home,"SafeRest Mattress Protector - King ﻿- College Dorm Room Essentials for Girls and Boys - Cotton, Waterproof Mattress Cover Protectors - White",B003PWK2A8,3rd Party,24/07/2022 23:34,36.99,1,0,36.99,3.7
Home,"Creative Co-Op Square Cotton Crocheted Potholders/Hot Pads (Set of 4 Colors) Pot Holders, Multicolor, 4 Count",B084LL87QW,Amazon.com,24/07/2022 23:25,22.61,1,0,22.61,2.26
Kitchen & Dining,"Creative Co-Op Square Crochet Cotton Leather Loop, Set of 3 Colors Pot Holder, Multicolored",B09BDBW6VW,Amazon.com,24/07/2022 23:25,23.31,1,0,23.31,2.33
Home,"Bloomingville 13"" L Decorative Marble Figurine Chain Link, White",B084MP8YPD,Amazon.com,24/07/2022 23:25,31.7,1,0,31.7,3.17
Home,"Creative Co-Op Square Cotton Crocheted Potholders/Hot Pads (Set of 4 Colors) Pot Holders, Multicolor, 4 Count",B084LL87QW,Amazon.com,24/07/2022 23:25,22.6,1,0,22.6,2.26
Home,"SMARTAKE 13-Piece Drawer Organizer with Non-Slip Silicone Pads, 5-Size Desk Drawer Organizer Trays Storage Tray for Makeup, Jewelries, Utensils in Bed",B086GFBN4D,3rd Party,24/07/2022 23:19,27.61,0,1,-27.61,-2.76
Furniture,"nuLOOM Hand Woven Chunky Natural Jute Farmhouse Area Rug, 6 ft x 9 ft, Off-white",B00KBYF8GG,Amazon.com,24/07/2022 22:46,119.24,1,0,119.24,11.92
Office & School Supplies,"Rileys 2022 Weekly Planner - Annual Weekly & Monthly Agenda Planner, Jan - Dec 2022, Flexible Cover, Notes Pages, Twin-Wire Binding (8.5 x 11-Inches, ",B0999CW9NH,3rd Party,24/07/2022 22:26,14.99,0,1,-14.99,-1.5
Home,"Hilife Steamer for Clothes Steamer, Handheld Garment Steamer Clothing Iron 240ml Big Capacity Upgraded Version",B07HF3X6Y4,3rd Party,24/07/2022 22:18,25.49,1,0,25.49,2.55
Kitchen & Dining,Lysenn Clear Glass Coffee Mug with Lid - Premium Classical Vertical Stripes Glass Tea Cup - for |Latte|Tea|Chocolate|Juice|Water| - Unleaded - Bamboo ,B088QM5RQY,3rd Party,24/07/2022 21:24,14.59,1,0,14.59,1.46
Home,EASELAND King Size Mattress Pad Pillow Top Mattress Cover Quilted Fitted Mattress Protector Cotton Top 8-21" Deep Pocket Cooling Mattress Topper (78x8,B07413BLNN,3rd Party,24/07/2022 21:17,50.91,0,1,-50.91,-5.09
Beauty & Grooming,"IT Cosmetics Bye Bye Under Eye, 11.0 Light Nude (N) - Full-Coverage, Anti-Aging, Waterproof Concealer - Improves the Appearance of Dark Circles, Wrink",B07GW9Q8FH,3rd Party,24/07/2022 20:56,20,1,0,20,0.6
Clothing & Accessories,Magritta Green Solid Color Shirts for Women Sexy Dressy Button Up V Neck Collared Long Sleeve Plus Size Blouses 3X-Large,B09XXP3G2P,3rd Party,24/07/2022 20:44,21.99,1,0,21.99,0.88
Home Improvement,"Extension Cord White Flat Multi Plug, 1 Ft - 360° Rotating Short Power Cords Multi Outlet, Indoor / Outdoor 16 Gauge 3 Prong Grounded Wire UL Listed (",B072MG1D8V,3rd Party,24/07/2022 20:38,11.99,1,0,11.99,1.2
Baby & Nursery,Safety Innovations Twin Door Baby Safety Outlet Cover Box for Babyproofing Outlets - More Interior Space for Extra Large Electrical Plugs and Adapters,B007IUOG5A,3rd Party,24/07/2022 20:38,9.95,1,0,9.95,1
Home,"Creative Co-Op DF2615 29"" H Thyme Topiary in Pot Faux Botanicals, Green",B084LLN2N3,Amazon.com,24/07/2022 20:30,32.86,0,1,-32.86,-3.29
Home,"Beckham Hotel Collection Bed Pillows for Sleeping - Queen Size, Set of 2 - Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",B01LYNW421,3rd Party,24/07/2022 20:20,35.25,0,1,-35.25,-3.53
Office & School Supplies,"DiverseBee Bible Highlighters and Pens No Bleed, 8 Pack Assorted Colors Gel Highlighters Set, Bible Markers No Bleed Through, Cute Bible Study Journal",B09N7C1PYL,3rd Party,24/07/2022 20:19,9.95,1,0,9.95,1
Home,"Bedsure White Duvet Cover Queen Size - Washed Duvet Covers, Soft Queen Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 90x90 inches and 2 ",B07PCQKTCN,3rd Party,24/07/2022 19:13,22.84,1,0,22.84,2.28
Beauty & Grooming,"Empty Shampoo Pump Bottles, 32oz(1Liter), BPA-FREE, Plastic (PETE1) Cylinder, Pack of 2",B0778ZGG9K,Amazon.com,24/07/2022 18:55,11.8,1,0,11.8,0.35
Home,"SafeRest Mattress Protector - Queen ﻿- College Dorm Room Essentials for Girls and Boys - Cotton, Waterproof Mattress Cover Protectors - White",B003PWNH4Q,3rd Party,24/07/2022 18:18,30.39,1,0,30.39,3.04
Furniture,"Over-The-Toilet Storage, 2-Tier Space Saver Organizer Rack, Stable Freestanding Anti-Tilt Shelf with 2 Hooks , No Drilling Space Saver with Wall Mount",B097P6MHZ1,3rd Party,24/07/2022 18:14,19.32,1,0,19.32,1.93
Kitchen & Dining,"Bentgo Fresh 3-Pack Meal Prep Lunch Box Set - Reusable 3-Compartment Containers for Meal Prepping, Healthy Eating On-the-Go, and Balanced Portion-Cont",B07LC1FBB1,3rd Party,24/07/2022 17:59,31.99,0,1,-31.99,-3.2
Furniture,Nearly Natural 82” Olive Artificial Silk Trees Green,B07MWSRTYR,Amazon.com,24/07/2022 17:55,88.39,1,0,88.39,8.84
Grocery & Gourmet Food,"Liquid Death Sparkling Water, 16.9 oz. Tallboys (12-Pack)",B083TBK9HY,3rd Party,24/07/2022 17:55,14.99,1,0,14.99,0.15
Grocery & Gourmet Food,"Olipop, Tonic Sparkling Cherry Vanilla, 12 Fl Oz",B089HGZ21Y,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"Olipop, Root Beer Sparkling Tonic, 12 fl oz",B084PVD85Q,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"Olipop, Root Beer Sparkling Tonic, 12 fl oz",B084PVD85Q,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"La Croix Sparkling Water Naturally Essenced Sparkling Water, Key Lime, 12 Fluid Ounce (Pack of 12)",B07BFQC72V,3rd Party,24/07/2022 17:55,6.99,1,0,6.99,0.07
Grocery & Gourmet Food,"Olipop, Root Beer Sparkling Tonic, 12 fl oz",B084PVD85Q,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"365 by Whole Foods Market, Bread Sprouted Wheat Honey Oat Organic, 22 Ounce",B082N5FZTH,3rd Party,24/07/2022 17:55,3.99,1,0,3.99,0.04
Grocery & Gourmet Food,"Olipop, Tonic Sparkling Classic Grape, 12 Fl Oz",B09VPYS1CP,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"Olipop, Tonic Sparkling Ginger Lemon, 12 Fl Oz",B07QD6BSZ4,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"Olipop, Tonic Sparkling Cherry Vanilla, 12 Fl Oz",B089HGZ21Y,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"Olipop, Root Beer Sparkling Tonic, 12 fl oz",B084PVD85Q,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"Olipop, Tonic Sparkling Ginger Lemon, 12 Fl Oz",B07QD6BSZ4,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"La Croix, Sparkling Water Limoncello, 12 Fl Oz, 12 Pack",B08LPX2XQD,3rd Party,24/07/2022 17:55,6.99,1,0,6.99,0.07
Grocery & Gourmet Food,"Olipop, Tonic Sparkling Classic Grape, 12 Fl Oz",B09VPYS1CP,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Grocery & Gourmet Food,"Olipop, Tonic Sparkling Ginger Lemon, 12 Fl Oz",B07QD6BSZ4,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.02
Amazon Fresh Products,"Olipop Sparkling Tonic, Strawberry Vanilla, 12 oz",B07QD6BXYH,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.07
Amazon Fresh Products,"Olipop Sparkling Tonic, Strawberry Vanilla, 12 oz",B07QD6BXYH,3rd Party,24/07/2022 17:55,1.8,1,0,1.8,0.07
Sports & Fitness,OneTigris Shoulder Straps Replacement Adjustable Strap for Briefcase Messenger Bag (Black),B07H7K8L34,3rd Party,24/07/2022 17:28,7.98,1,0,7.98,0.8
Beauty & Grooming,"Alligator Hair Clips, YGDZ 150pcs 1.77 Inch Metal Hair Bow Clips Single Prong Silver Alligator Hair Clips for Bows Making Crafts(4.5cm)",B07VVJS2NQ,3rd Party,24/07/2022 17:28,9.99,1,0,9.99,0.3
Business & Industrial Supplies,"Jasilon [UPGRADED] Car Trash Can with Lid and Bags, Mini Vehicle Trash Can, Waterproof Mini Car Trash Bag Dustbin Garbage Organizer, Portable Small Ga",B09SZ52THC,3rd Party,24/07/2022 17:28,11.99,1,0,11.99,0.36
Home,"MaisoNovo Glass Soap Dispenser with Pump and Concrete Tray | Vintage Soap Dispenser Bathroom and Kitchen Set w. Dish Soap, Hand Soap, Lotion Waterproo",B097MX4P72,3rd Party,24/07/2022 17:13,31.76,0,1,-31.76,-3.18
Home,"Zip Top Reusable 100% Silicone Food Storage Bags and Containers, Made in the USA - Full Set- 3 Cups, 3 Dishes & 2 Bags - Teal - Made in the USA!",B07T38ZF3B,3rd Party,24/07/2022 16:38,71.99,0,1,-71.99,-7.2
Health & Household,"Emergen-C 1000mg Vitamin C Powder, with Antioxidants, B Vitamins and Electrolytes, Immunity Supplements for Immune Support, Caffeine Free Fizzy Drink ",B002HWRY8A,3rd Party,24/07/2022 16:34,9.7,1,0,9.7,0.1
Health & Household,"Emergen-C 1000mg Vitamin C Powder for Daily Immune Support Caffeine Free Vitamin C Supplements with Zinc and Manganese, B Vitamins and Electrolytes, S",B00NNOV1US,Amazon.com,24/07/2022 16:25,17.98,1,0,17.98,0.18
Toys & Games,Woby Push and Go Friction Powered Car Toys Set Tractor Bulldozer Mixer Truck and Dumper for Baby Toddlers,B0722KZT3R,3rd Party,24/07/2022 15:44,17.09,1,0,17.09,0.51
Kitchen & Dining,Zulay Metal 2-In-1 Lemon Lime Squeezer - Hand Juicer Lemon Squeezer - Max Extraction Manual Citrus Juicer,B00YBP918M,3rd Party,24/07/2022 15:38,14.99,1,0,14.99,1.5
Amazon Cloud Cam,"Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts, and Alexa enabled — wired or wire-free (White)",B08SGKLDRV,Amazon.com,24/07/2022 14:31,49.99,1,0,49.99,2
Home,"Abbittar Ceramic Vase Set of 3, Small Flower Vases for Rustic Home Decor, Modern Farmhouse Decor, Living Room Decor, Shelf Decor, Table Decor, Bookshe",B09725TBZ1,3rd Party,24/07/2022 14:09,29.99,1,0,29.99,3
Home,"Creative Co-Op Boho Round Resin Lid Container, Brown",B09B4H7SN6,Amazon.com,24/07/2022 14:03,29.5,1,0,29.5,2.95
Kitchen & Dining,"[ 6pcs Set ] Glass Cups with Bamboo Lids and Glass Straw - Beer Can Shaped Drinking Glasses, 16 oz Iced Coffee Glasses, Cute Tumbler Cup for Smoothie,",B09W294ZF3,3rd Party,24/07/2022 14:02,32.99,1,0,32.99,3.3
Kitchen & Dining,"Bentgo Classic - All-in-One Stackable Bento Lunch Box Container - Modern Bento-Style Design Includes 2 Stackable Containers, Built-in Plastic Utensil ",B00B78UBO4,3rd Party,24/07/2022 13:16,14.99,1,0,14.99,1.5
Home,"SafeRest Mattress Protector - Full ﻿- College Dorm Room Essentials for Girls and Boys - Cotton, Waterproof Mattress Cover Protectors - White",B003PWNGQU,3rd Party,24/07/2022 13:01,33.99,1,0,33.99,3.4
Beauty & Grooming,"Lume Natural Deodorant - Underarms and Private Parts - Aluminum-Free, Baking Soda-Free, Hypoallergenic, and Safe For Sensitive Skin - 2.2 Ounce Cream ",B07SXDFQ7Z,3rd Party,24/07/2022 12:56,16.99,1,0,16.99,0.51
Grocery & Gourmet Food,Pork Loin Tenderloin Organic Step 1,B0787Z1P4V,3rd Party,24/07/2022 12:34,17.59,1,0,17.59,0.18
Grocery & Gourmet Food,"Enjoy Life Dark Chocolate Morsels, 9 Ounce",B00FE5GFM8,3rd Party,24/07/2022 12:34,6.69,1,0,6.69,0.07
Grocery & Gourmet Food,"Potato Creamer Gold Organic, 24 Ounce",B09WMWNWJZ,3rd Party,24/07/2022 12:34,4.99,1,0,4.99,0.05
Grocery & Gourmet Food,"Herb Mint Organic, 0.75 Ounce",B07GYNCJFZ,3rd Party,24/07/2022 12:34,2.99,1,0,2.99,0.03
Grocery & Gourmet Food,Allgau Grassfed German Butter Unsalted 8.8oz,B005TPJN7M,3rd Party,24/07/2022 12:34,5.69,1,0,5.69,0.06
Grocery & Gourmet Food,"Cucumber Mini Organic, 16 Ounce",B07FTYWCCD,3rd Party,24/07/2022 12:34,4.99,1,0,4.99,0.05
Grocery & Gourmet Food,"Enjoy Life Dark Chocolate Morsels, 9 Ounce",B00FE5GFM8,3rd Party,24/07/2022 12:34,6.69,1,0,6.69,0.07
Grocery & Gourmet Food,"Organic Blueberry, 12 Ounce",B07G4FP7SF,3rd Party,24/07/2022 12:34,5.49,1,0,5.49,0.05
Grocery & Gourmet Food,"365 by WFM Original Miso Base, 16 OZ",B09D8T6434,3rd Party,24/07/2022 12:34,5.99,1,0,5.99,0.06
Amazon Fresh Products,Chobani® Complete Greek Yogurt Strawberry 5.3oz,B08C627Q7V,3rd Party,24/07/2022 12:34,1.49,1,0,1.49,0.06
Amazon Fresh Products,"Abe's, Mini Vegan Blueberry Muffins, 12 Count",B00IZ772II,3rd Party,24/07/2022 12:34,5.99,1,0,5.99,0.24
Amazon Fresh Products,"365 by Whole Foods Market, Yogurt Vanilla Low Fat Organic, 32 Ounce",B074H5Y3TM,3rd Party,24/07/2022 12:34,4.39,1,0,4.39,0.18
Amazon Fresh Products,"So Delicious Dairy Free Organic Coconutmilk Creamer, French Vanilla, Vegan, Non-GMO Project Verified, 1 Quart",B00FTBVX4M,3rd Party,24/07/2022 12:34,4.99,1,0,4.99,0.2
Amazon Fresh Products,Chobani® Complete Greek Yogurt Strawberry 5.3oz,B08C627Q7V,3rd Party,24/07/2022 12:34,1.49,1,0,1.49,0.06
Amazon Fresh Products,Chobani® Complete Greek Yogurt Mixed Berry 5.3oz,B08BJWYCB6,3rd Party,24/07/2022 12:34,1.49,1,0,1.49,0.06
Amazon Fresh Products,"365 by Whole Foods Market, Ricotta Part Skim Milk, 15 Ounce",B074H7J3N4,3rd Party,24/07/2022 12:34,4.99,1,0,4.99,0.2
Amazon Fresh Products,Chobani® Complete Greek Yogurt Mixed Berry 5.3oz,B08BJWYCB6,3rd Party,24/07/2022 12:34,1.49,1,0,1.49,0.06
Amazon Fresh Products,Chobani® Complete Greek Yogurt Vanilla 5.3oz,B08BJXQGHF,3rd Party,24/07/2022 12:34,1.49,1,0,1.49,0.06
Amazon Fresh Products,"365 by Whole Foods Market, Cheese Swiss Slices, 8 Ounce",B07NRCGWYS,3rd Party,24/07/2022 12:34,4.99,1,0,4.99,0.2
Amazon Fresh Products,Chobani® Complete Greek Yogurt Vanilla 5.3oz,B08BJXQGHF,3rd Party,24/07/2022 12:34,1.49,1,0,1.49,0.06
Amazon Fresh Products,"Corn White Conventional, 1 Each",B078117F5P,3rd Party,24/07/2022 12:34,0.66,1,0,0.66,0.03
Amazon Fresh Products,Medium Hass Avocado,B000NOGKN4,3rd Party,24/07/2022 12:34,2.19,1,0,2.19,0.09
Amazon Fresh Products,Organic Cantaloupe Melon,B001GIP5E6,3rd Party,24/07/2022 12:34,4.99,1,0,4.99,0.2
Amazon Fresh Products,"Corn White Conventional, 1 Each",B078117F5P,3rd Party,24/07/2022 12:34,0.66,1,0,0.66,0.03
Amazon Fresh Products,"Organic Red Creamer Potatoes, 24 Ounce",B07FYTZQ2X,3rd Party,24/07/2022 12:34,4.99,1,0,4.99,0.2
Amazon Fresh Products,"Organic Red Cherries, 1 Bag",B07FZF2T5F,3rd Party,24/07/2022 12:34,8.93,1,0,8.93,0.36
Amazon Fresh Products,Organic Garlic,B0788FLWK1,3rd Party,24/07/2022 12:34,1.48,1,0,1.48,0.06
Amazon Fresh Products,"Corn White Conventional, 1 Each",B078117F5P,3rd Party,24/07/2022 12:34,0.66,1,0,0.66,0.03
Amazon Fresh Products,Medium Hass Avocado,B000NOGKN4,3rd Party,24/07/2022 12:34,2.19,1,0,2.19,0.09
Amazon Fresh Products,Organic Hannah (White) Sweet Potatoes,B07FZ352BB,3rd Party,24/07/2022 12:34,9.25,1,0,9.25,0.37
Amazon Fresh Products,Organic Nectarine,B003TQ6IY4,3rd Party,24/07/2022 12:34,3.94,1,0,3.94,0.16
Amazon Fresh Products,"Corn White Conventional, 1 Each",B078117F5P,3rd Party,24/07/2022 12:34,0.66,1,0,0.66,0.03
Amazon Fresh Products,Organic Banana,B0787Y4V6T,3rd Party,24/07/2022 12:34,3.25,1,0,3.25,0.13
Amazon Fresh Products,"Melon Watermelon Baby Seedless Conventional, 1 Each",B077ZXDTKT,3rd Party,24/07/2022 12:34,4.49,1,0,4.49,0.18
Amazon Fresh Products,"Herb Italian Parsley Organic, 1 Bunch",B0781B3YD8,3rd Party,24/07/2022 12:34,1.69,1,0,1.69,0.07
Amazon Fresh Products,Medium Hass Avocado,B000NOGKN4,3rd Party,24/07/2022 12:34,2.19,1,0,2.19,0.09
Amazon Fresh Products,Medium Hass Avocado,B000NOGKN4,3rd Party,24/07/2022 12:34,2.19,1,0,2.19,0.09
Pet Food & Supplies,"Veterinary Formula Solutions Triple Strength Dirty Dog Concentrated Shampoo, 17 oz – DirtRepel Technology Cleans Extra Dirty and Smelly Dogs – Contain",B002LWEGI2,Amazon.com,24/07/2022 12:32,9.99,1,0,9.99,1
"Patio, Lawn & Garden","PATIOSIR Fly Fans for Outdoor tables, Tabletop Fan to Keep Food Clean, Portable Food Fly Fan for Picnic, Restaurant, Party, Home (Pack of 3)",B0917GHFLT,3rd Party,24/07/2022 11:53,36.99,1,0,36.99,3.7
Home,"American Soft Linen, 6 Piece Towel Set, 2 Bath Towels 2 Hand Towels 2 Washcloths, Super Soft and Absorbent, 100% Turkish Cotton Towels for Bathroom an",B07ZRYZGFK,3rd Party,24/07/2022 11:49,33.99,1,0,33.99,3.4
Home Improvement,"HOMOTEK 12 Pack Black Spring Door Stops,3-1/4"" Heavy Duty Door Stop - Flexible Spring Door Stopper with Low Mounted Black Rubber Bumper Tips",B07V8FMK2J,3rd Party,24/07/2022 11:24,9.99,1,0,9.99,1
Home Improvement,"Door Viewer Peephole, Solid Brass 220-degree Door Viewer with Heavy Duty Rotating Privacy Cover for 1-3/8"" to 2-1/6"" Doors for Home Office Hotel",B07DVT97QW,3rd Party,24/07/2022 11:24,10.99,1,0,10.99,1.1
Health & Household,"Hyperbiotics Chewable Probiotics for Kids ENT | Ears, Nose, Throat | Patented Tablets for Children, Strawberry Vanilla | Sugar Free | Digestive Health",B01DOGH3M4,3rd Party,24/07/2022 11:19,19.96,1,0,19.96,0.2
Health & Household,"Hyperbiotics Chewable Probiotics for Kids ENT | Ears, Nose, Throat | Patented Tablets for Children, Strawberry Vanilla | Sugar Free | Digestive Health",B01DOGH3M4,3rd Party,24/07/2022 11:19,19.96,1,0,19.96,0.2
Health & Household,"Hyperbiotics Chewable Probiotics for Kids ENT | Ears, Nose, Throat | Patented Tablets for Children, Strawberry Vanilla | Sugar Free | Digestive Health",B01DOGH3M4,3rd Party,24/07/2022 11:19,19.96,1,0,19.96,0.2
Clothing & Accessories,CUPSHE Women's One Piece Swimsuit Tummy Control V Neck Bathing Suits XS Green,B093PSXVRG,3rd Party,24/07/2022 11:19,20.99,1,0,20.99,0.84
Home,"Creative Co-Op DF2369 8"" Round Carved Marble Tray, White",B084LLCN3S,Amazon.com,24/07/2022 11:19,34.99,1,0,34.99,3.5
Home,"BEAUTURAL Steamer for Clothes, Portable Handheld Garment Fabric Wrinkles Remover, 30-Second Fast Heat-up, Auto-Off, Large Detachable Water Tank",B01N1QE5ME,3rd Party,24/07/2022 11:19,29.97,1,0,29.97,3
Home,Danjor Linens Queen Size Bed Sheets Set - 1800 Series 6 Piece Bedding Sheet & Pillowcases Sets w/ Deep Pockets - Fade Resistant & Machine Washable - T,B079RY7BR7,3rd Party,24/07/2022 10:53,39.99,2,0,79.98,8
Home,"American Soft Linen, 6 Piece Towel Set, 2 Bath Towels 2 Hand Towels 2 Washcloths, Super Soft and Absorbent, 100% Turkish Cotton Towels for Bathroom an",B083V8KRL4,3rd Party,24/07/2022 10:39,33.99,1,0,33.99,3.4
Home,"American Soft Linen, 6 Piece Towel Set, 2 Bath Towels 2 Hand Towels 2 Washcloths, Super Soft and Absorbent, 100% Turkish Cotton Towels for Bathroom an",B083V8KRL4,3rd Party,24/07/2022 10:36,33.99,1,0,33.99,3.4
Health & Household,"Olly Immunity Powder, Nighttime Immune Support, Warm Drink Mix, Lemon, Violet - 10 Count",B08ZKWMQ5C,Amazon.com,24/07/2022 10:15,8.32,3,0,24.96,0.24
Office & School Supplies,"DiverseBee Bible Highlighters and Pens No Bleed, 8 Pack Assorted Colors Gel Highlighters Set, Bible Markers No Bleed Through, Cute Bible Study Journal",B09N7BX1LP,3rd Party,24/07/2022 09:33,9.95,1,0,9.95,1
Home,"American Soft Linen, 6 Piece Towel Set, 2 Bath Towels 2 Hand Towels 2 Washcloths, Super Soft and Absorbent, 100% Turkish Cotton Towels for Bathroom an",B083V8KRL4,3rd Party,24/07/2022 09:22,33.99,1,0,33.99,3.4
Home,"American Soft Linen, 6 Piece Towel Set, 2 Bath Towels 2 Hand Towels 2 Washcloths, Super Soft and Absorbent, 100% Turkish Cotton Towels for Bathroom an",B083V8KRL4,3rd Party,24/07/2022 09:22,33.99,1,0,33.99,3.4
Home,"Kamang Artificial Poppy White Silk Flower (3 Stems) for Home Decor, Garden Decor, Wedding, Office. Real Touch Poppy Fake Flower, Artificial Plants Pop",B08CCTCB8M,3rd Party,24/07/2022 08:20,20.99,1,0,20.99,2.1
Grocery & Gourmet Food,"Marys, Turkey Ground Organic, 16 Ounce",B079VF7P64,3rd Party,24/07/2022 07:14,7.99,1,0,7.99,0.08
Grocery & Gourmet Food,"365 by Whole Foods Market, Water Distilled, 128 Fl Oz",B074J5L82H,3rd Party,24/07/2022 07:14,1.29,1,0,1.29,0.01
Grocery & Gourmet Food,"Honest Kids Organic Berry Good Lemonade, 6.76 Fl Oz (Pack of 8)",B00FBNTNKY,3rd Party,24/07/2022 07:14,4.69,1,0,4.69,0.05
Grocery & Gourmet Food,"La Croix, Water Sparkling Pure, 12 Fl Oz , 12 Pack",B002N3NRIO,3rd Party,24/07/2022 07:14,6.29,1,0,6.29,0.06
Grocery & Gourmet Food,"365 by Whole Foods Market, Noodle Egg Extra Wide Organic, 16 Ounce",B074H7J353,3rd Party,24/07/2022 07:14,2.79,1,0,2.79,0.03
Grocery & Gourmet Food,"Tea Cake Zucchini Nut, 16 Ounce",B07G7379ZZ,3rd Party,24/07/2022 07:14,6,1,0,6,0.06
Grocery & Gourmet Food,"365 by Whole Foods Market, Tortilla Corn Stone Ground Organic, 8 Ounce",B084R4R9PK,3rd Party,24/07/2022 07:14,1.69,1,0,1.69,0.02
Grocery & Gourmet Food,"Red Bell Peppers Conventional Sourced For Good, 3 Count",B07FW8KS3C,3rd Party,24/07/2022 07:14,4.99,1,0,4.99,0.05
Grocery & Gourmet Food,"Near East, Garlic And Herb Pilaf, 6.3 oz",B000VKA28E,3rd Party,24/07/2022 07:14,2.49,1,0,2.49,0.02
Grocery & Gourmet Food,"Near East, Garlic And Herb Pilaf, 6.3 oz",B000VKA28E,3rd Party,24/07/2022 07:14,2.49,1,0,2.49,0.02
